star_id,instrument,counts,iodine_in,bjd
135694,apf,66600000,t,2458837.96596047
135694,apf,105000000,t,2458837.95234847
135694,apf,13100000,t,2458834.86800944
135694,apf,24400000,t,2458834.85403944
135694,apf,195000000,t,2458833.93876443
135694,apf,195000000,t,2458833.93014143
135694,apf,102000000,t,2458812.67091021
135694,apf,95200000,t,2458812.65677821
135694,apf,114000000,t,2458811.6278732
135694,apf,113000000,t,2458811.6137762
135694,apf,111000000,t,2458808.98904218
135694,apf,97600000,t,2458808.97452818
135694,apf,112000000,t,2458806.75900615
135694,apf,191000000,t,2458797.66570706
135694,apf,186000000,t,2458797.65148206
135694,apf,145000000,t,2458796.66183705
135694,apf,150000000,t,2458796.64765905
135694,apf,152000000,t,2458795.63840704
135694,apf,141000000,t,2458795.62434404
135694,apf,175000000,t,2458794.66495503
135694,apf,193000000,t,2458794.65140203
135694,apf,184000000,t,2458793.70046202
135694,apf,191000000,t,2458793.68620302
135694,apf,193000000,t,2458792.66378001
135694,apf,193000000,t,2458792.65183501
135694,apf,193000000,t,2458791.634343
135694,apf,193000000,t,2458791.620778
135694,apf,188000000,t,2458790.75337099
135694,apf,193000000,t,2458790.73943499
135694,apf,146000000,t,2458788.64917197
135694,apf,154000000,t,2458788.63404397
135694,apf,89100000,t,2458787.80004096
135694,apf,104000000,t,2458787.78596696
135694,apf,194000000,t,2458786.78375295
135694,apf,194000000,t,2458786.77264195
135694,apf,193000000,t,2458783.68057191
135694,apf,193000000,t,2458783.66788591
135694,apf,165000000,t,2458781.9768479
135694,apf,151000000,t,2458781.9629699
135694,hires_j,10156,f,2458906.11392687
135694,hires_j,250368,t,2458853.17562849
146757,apf,33500000,t,2459346.00275781
146757,apf,33500000,t,2459342.00270877
146757,apf,33400000,t,2459336.96019273
146757,apf,33900000,t,2459332.8728907
146757,apf,33300000,t,2459328.97494567
146757,apf,33400000,t,2459323.01925862
146757,apf,33300000,t,2459319.83663359
146757,apf,33500000,t,2459315.03571555
146757,apf,33300000,t,2459301.94819244
146757,hires_j,250568,t,2459299.98696771
146757,hires_j,60456,t,2459297.16369228
146757,hires_j,250292,t,2459268.16796293
146757,hires_j,250124,t,2459153.70083488
146757,hires_j,250724,t,2459122.73346729
146757,hires_j,250052,f,2459120.75133427
146757,hires_j,250200,t,2459120.71380024
146757,hires_j,250540,t,2459117.70707323
146757,hires_j,250620,t,2459092.81525113
146757,hires_j,202704,t,2459088.73488107
146757,hires_j,60072,t,2459067.83157781
146757,hires_j,60048,t,2459046.82186679
146757,hires_j,250400,t,2459028.82028616
146757,apf,33400000,f,2458969.73184414
146757,apf,33400000,f,2458969.72528214
146757,apf,33500000,f,2458969.71921714
146757,apf,171000000,t,2458967.97894812
146757,apf,180000000,t,2458967.96442212
146757,apf,185000000,t,2458967.95009412
146757,hires_j,10360,f,2458919.06905056
154840,hires_j,250040,t,2459353.85217994
154840,apf,504000000,t,2459344.93805955
154840,apf,521000000,t,2459323.87863831
154840,apf,369000000,t,2459301.96060505
154840,hires_j,250404,t,2459300.04495319
154840,hires_j,250200,t,2459297.1590432
154840,hires_j,250760,t,2459296.15715314
154840,apf,191000000,t,2459274.89241073
154840,hires_j,250028,t,2459269.17092257
154840,apf,543000000,t,2459253.87888948
154840,apf,150000000,t,2459228.95655718
154840,apf,178000000,t,2459205.0158829
154840,hires_j,250392,t,2459123.78765302
154840,hires_j,250488,t,2459122.84518934
154840,hires_j,250480,t,2459119.73495383
154840,hires_j,250340,t,2459101.81321368
154840,hires_j,250544,t,2459089.90351389
154840,hires_j,156368,t,2459087.81251303
154840,apf,171000000,t,2459077.67445845
154840,apf,230000000,t,2459072.8634084
154840,apf,258000000,t,2459071.80926239
154840,apf,292000000,t,2459069.69063537
154840,hires_j,86564,t,2459068.91901897
154840,apf,307000000,t,2459064.69184531
154840,apf,288000000,t,2459062.68697729
154840,apf,264000000,t,2459060.68876327
154840,apf,334000000,t,2459059.69469726
154840,apf,282000000,t,2459056.68948823
154840,apf,346000000,t,2459055.69142822
154840,apf,217000000,t,2459054.88767021
154840,apf,263000000,t,2459052.94026519
154840,apf,196000000,t,2459051.93663818
154840,hires_j,250156,t,2459051.85361882
154840,apf,351000000,t,2459045.69764211
154840,apf,61700000,t,2459044.6885861
154840,apf,405000000,t,2459043.69913509
154840,hires_j,250024,t,2459042.83548129
154840,apf,293000000,t,2459042.70056508
154840,hires_j,170276,t,2459040.82289961
154840,apf,393000000,t,2459039.95490505
154840,hires_j,250224,t,2459039.84539302
154840,apf,337000000,t,2459035.90869801
154840,hires_j,60444,t,2459035.92100112
154840,hires_j,60384,t,2459035.89961247
154840,hires_j,57276,t,2459035.86553901
154840,apf,380000000,t,2459034.957348
154840,apf,342000000,t,2459033.91155398
154840,apf,318000000,t,2459031.91768396
154840,hires_j,250756,t,2459027.85035921
154840,apf,196000000,t,2459026.92736291
154840,apf,321000000,t,2459023.92074888
154840,apf,196000000,t,2459019.96919084
154840,apf,204000000,t,2459018.89908783
154840,hires_j,151852,t,2459019.01882054
154840,apf,139000000,t,2459016.86714481
154840,hires_j,250052,t,2459016.86554788
154840,hires_j,250396,t,2459013.88508283
154840,hires_j,171528,t,2459012.80140215
154840,apf,236000000,t,2459011.95134075
154840,hires_j,250448,t,2459011.85052086
154840,apf,203000000,t,2459010.99207974
154840,hires_j,250156,t,2459010.93650194
154840,apf,232000000,t,2459009.88237973
154840,hires_j,250660,t,2459007.89926131
154840,hires_j,250136,t,2459006.90767299
154840,hires_j,250428,t,2459003.91142439
154840,hires_j,250292,t,2459002.94885065
154840,apf,217000000,t,2459003.89191067
154840,hires_j,250832,t,2458999.90561972
154840,apf,249000000,t,2458996.8775936
154840,apf,166000000,t,2458979.95504542
154840,apf,193000000,t,2458977.8487254
154840,apf,125000000,t,2458976.86342339
154840,apf,203000000,t,2458974.88326937
154840,apf,226000000,t,2458973.82119536
154840,apf,174000000,t,2458971.80157234
154840,apf,144000000,t,2458970.90382633
154840,apf,132000000,t,2458969.80837132
154840,apf,132000000,t,2458966.79216729
154840,apf,154000000,t,2458965.86636428
154840,apf,247000000,t,2458964.92477327
154840,apf,134000000,t,2458961.85084424
154840,apf,161000000,t,2458921.93108984
154840,apf,164000000,t,2458920.78560682
154840,hires_j,250868,f,2458918.13041003
154840,hires_j,250600,f,2458918.12751698
154840,hires_j,250180,t,2458918.07703007
154840,hires_j,250248,t,2458917.09239449
154840,apf,47100000,t,2458882.04975844
154840,apf,258000000,t,2458914.82881076
154840,apf,227000000,t,2458906.95465769
154840,apf,90200000,t,2458904.00208866
154840,apf,244000000,t,2458902.83607065
154840,apf,202000000,t,2458901.01427463
154840,apf,160000000,t,2458899.97094362
154840,apf,182000000,t,2458898.98566961
154840,apf,94800000,t,2458896.84268659
154840,apf,306000000,t,2458895.85678758
154840,apf,69500000,t,2458894.85329457
154840,apf,124000000,t,2458893.99567356
154840,apf,182000000,t,2458892.99274755
154840,apf,159000000,t,2458891.99091054
154840,apf,272000000,t,2458888.87247851
154840,apf,314000000,t,2458888.0127275
154840,apf,150000000,t,2458887.01651449
154840,apf,316000000,t,2458885.87575048
154840,apf,309000000,t,2458885.04215747
154840,apf,300000000,t,2458883.94179946
154840,apf,107000000,t,2458876.08455838
154840,apf,95600000,t,2458876.07000938
154840,apf,98000000,t,2458852.10649014
154840,apf,129000000,t,2458831.09160794
154840,apf,132000000,t,2458831.07769594
154840,hires_j,10320,f,2458815.68654969
156141,hires_j,250244,t,2459354.95248921
156141,apf,530000000,t,2459352.74499043
156141,apf,503000000,t,2459349.84133044
156141,apf,448000000,t,2459347.82230244
156141,apf,361000000,t,2459345.78201244
156141,apf,293000000,t,2459343.77259144
156141,apf,227000000,t,2459342.84195444
156141,apf,435000000,t,2459340.82134144
156141,apf,245000000,t,2459337.90277544
156141,apf,115000000,t,2459335.88247545
156141,apf,191000000,t,2459333.87188645
156141,apf,229000000,t,2459331.86548645
156141,apf,256000000,t,2459328.92395845
156141,apf,304000000,t,2459326.91805645
156141,apf,298000000,t,2459324.88706245
156141,apf,419000000,t,2459322.88589445
156141,apf,446000000,t,2459320.87905445
156141,apf,469000000,t,2459318.87742246
156141,apf,485000000,t,2459316.87194846
156141,apf,541000000,t,2459314.85127746
156141,apf,541000000,t,2459308.90485246
156141,apf,540000000,t,2459306.90424946
156141,apf,400000000,t,2459304.89818346
156141,apf,354000000,t,2459302.82194446
156141,apf,383000000,t,2459300.78359846
156141,apf,303000000,t,2459295.84657746
156141,hires_j,250744,t,2459296.16173653
156141,apf,254000000,t,2459287.86566946
156141,apf,541000000,t,2459274.84842446
156141,apf,392000000,t,2459272.02705446
156141,apf,487000000,t,2459269.82183746
156141,hires_j,250240,t,2459269.17578858
156141,apf,87700000,t,2459268.88259546
156141,hires_j,250248,t,2459268.17198654
156141,apf,502000000,t,2459262.90877345
156141,apf,211000000,t,2459254.08018545
156141,apf,157000000,t,2459236.83356444
156141,apf,457000000,t,2459234.80900344
156141,apf,513000000,t,2459232.60871144
156141,apf,161000000,t,2459229.80006043
156141,apf,239000000,t,2459229.09579943
156141,apf,452000000,t,2459225.93241243
156141,apf,433000000,t,2459223.91794943
156141,apf,542000000,t,2459190.08007039
156141,apf,542000000,t,2459203.87712741
156141,apf,19700000,t,2459196.8967384
156141,apf,173000000,t,2459192.0862804
156141,apf,244000000,t,2459188.01420539
156141,apf,430000000,t,2459186.01153639
156141,apf,30600000,t,2459183.76976639
156141,hires_j,65240,t,2459155.70884902
156141,hires_j,250472,t,2459123.78430785
156141,hires_j,251180,t,2459122.75205073
156141,hires_j,250620,t,2459120.73021222
156141,hires_j,250356,t,2459114.7595031
156141,hires_j,248000,t,2459099.72210106
156141,hires_j,250596,t,2459097.90327902
156141,hires_j,250648,t,2459094.79927441
156141,hires_j,250280,t,2459092.81172672
156141,hires_j,250640,t,2459091.7202375
156141,hires_j,250860,t,2459090.72378407
156141,hires_j,250428,t,2459089.89882583
156141,hires_j,250788,t,2459088.72369067
156141,hires_j,81632,t,2459087.73701882
156141,hires_j,250204,t,2459086.72692
156141,hires_j,60160,t,2459063.97589076
156141,apf,411000000,f,2459043.9800712
156141,hires_j,60536,t,2459036.85867125
156141,hires_j,60816,t,2459036.79708549
156141,hires_j,60296,t,2459036.76208562
156141,hires_j,250768,t,2459030.90409243
156141,apf,381000000,t,2459019.88903115
156141,apf,384000000,t,2459018.87955915
156141,apf,303000000,t,2459016.84627615
156141,apf,112000000,t,2459012.84153814
156141,apf,479000000,t,2459011.93121014
156141,apf,452000000,t,2459010.97237513
156141,hires_j,250276,f,2459010.94532718
156141,apf,442000000,t,2459009.86258213
156141,apf,451000000,t,2459006.84932113
156141,apf,420000000,t,2459003.87229912
156141,apf,192000000,t,2459003.00104612
156141,hires_j,60596,t,2458999.91615642
156141,apf,33500000,f,2458968.86473004
156141,apf,33300000,f,2458968.86199804
156141,apf,33300000,f,2458968.85938304
156141,hires_j,10524,f,2458919.07573411
191939,apf,362000000,t,2459354.68617621
191939,apf,473000000,t,2459353.79974022
191939,apf,540000000,t,2459352.86870823
191939,apf,260000000,t,2459351.80158724
191939,apf,479000000,t,2459350.70584325
191939,apf,469000000,t,2459349.74351626
191939,apf,375000000,t,2459346.80034228
191939,apf,85200000,t,2459346.70286428
191939,apf,238000000,t,2459345.75957729
191939,apf,266000000,t,2459344.8911533
191939,apf,540000000,t,2459343.74134831
191939,apf,235000000,t,2459342.96196431
191939,apf,539000000,t,2459341.92212732
191939,apf,332000000,t,2459340.89400233
191939,apf,474000000,t,2459339.77104034
191939,apf,442000000,t,2459338.91287135
191939,apf,234000000,t,2459337.92399636
191939,apf,468000000,t,2459336.81696137
191939,apf,808000,t,2459335.90997337
191939,apf,184000000,t,2459334.91668938
191939,apf,228000000,t,2459332.7676334
191939,apf,235000000,t,2459331.98671341
191939,apf,488000000,t,2459327.76045844
191939,apf,248000000,t,2459326.95629845
191939,apf,180000000,t,2459324.78661047
191939,apf,542000000,t,2459323.79453448
191939,apf,388000000,t,2459322.95792248
191939,apf,453000000,t,2459320.9636555
191939,apf,351000000,t,2459319.96873251
191939,apf,406000000,t,2459318.79203952
191939,apf,320000000,t,2459315.98324854
191939,apf,488000000,t,2459314.87263355
191939,hires_j,250216,t,2459314.1411055
191939,apf,274000000,t,2459306.93993862
191939,apf,267000000,t,2459304.87545164
191939,apf,527000000,t,2459302.84218166
191939,apf,337000000,t,2459300.84630967
191939,hires_j,250844,t,2459300.14670556
191939,apf,231000000,t,2459296.03511671
191939,apf,540000000,t,2459270.03728994
191939,apf,518000000,t,2459263.93314599
191939,apf,156000000,t,2459253.94299408
191939,apf,246000000,t,2459235.04069724
191939,apf,509000000,t,2459231.00360827
191939,apf,492000000,t,2459230.02299228
191939,apf,500000000,t,2459229.00957729
191939,apf,75400000,t,2459228.0150153
191939,apf,17300000,t,2459227.02425031
191939,apf,540000000,t,2459225.04922332
191939,apf,278000000,t,2459222.61224034
191939,hires_j,250084,t,2459208.70865428
191939,apf,124000000,t,2459189.73620263
191939,apf,435000000,t,2459204.5995745
191939,apf,172000000,t,2459203.61706051
191939,apf,226000000,t,2459192.62103161
191939,hires_j,250092,t,2459189.79378225
191939,apf,18200000,t,2459188.81348764
191939,hires_j,250436,t,2459187.76364581
191939,apf,223000000,t,2459187.62213265
191939,apf,244000000,t,2459186.82419566
191939,apf,386000000,t,2459185.62544367
191939,apf,486000000,t,2459183.62605769
191939,hires_j,116692,t,2459181.71436636
191939,apf,510000000,t,2459179.69001272
191939,apf,431000000,t,2459168.62905482
191939,apf,120000000,t,2459157.63901992
191939,hires_j,250524,t,2459153.84763155
191939,hires_j,250384,t,2459151.78514829
191939,apf,321000000,t,2459135.67086212
191939,apf,376000000,t,2459132.67421115
191939,hires_j,250732,t,2459123.71016375
191939,hires_j,250364,t,2459122.72011503
191939,hires_j,125540,t,2459121.71803992
191939,hires_j,250016,t,2459120.95546824
191939,hires_j,250568,f,2459120.78212268
191939,hires_j,250392,f,2459120.77785166
191939,hires_j,250144,f,2459120.77348765
191939,hires_j,250228,t,2459119.86076416
191939,hires_j,180724,t,2459118.97920947
191939,hires_j,250188,t,2459117.97405499
191939,hires_j,250948,t,2459114.81685162
191939,hires_j,250528,t,2459101.71639855
191939,hires_j,250136,t,2459100.7161342
191939,hires_j,152280,t,2459099.7490289
191939,hires_j,250560,t,2459097.96410109
191939,hires_j,250512,t,2459094.80531375
191939,hires_j,250164,t,2459093.02460932
191939,hires_j,250096,t,2459092.0203483
191939,hires_j,250696,t,2459091.04153933
191939,hires_j,250448,t,2459089.81330475
191939,hires_j,225764,t,2459088.8358722
191939,hires_j,245284,t,2459087.91104414
191939,hires_j,250168,t,2459078.80138985
191939,hires_j,250188,t,2459077.82557566
191939,apf,388000000,t,2459076.76766368
191939,apf,46700000,t,2459075.76974169
191939,apf,305000000,t,2459074.7428957
191939,apf,397000000,t,2459073.75499571
191939,apf,427000000,t,2459072.74262872
191939,hires_j,250344,t,2459072.85525798
191939,apf,243000000,t,2459071.75159273
191939,hires_j,250556,t,2459071.89566887
191939,apf,268000000,t,2459070.76693374
191939,apf,349000000,t,2459069.76951975
191939,apf,364000000,t,2459068.78429276
191939,hires_j,250252,t,2459068.92558081
191939,hires_j,101588,t,2459067.9880404
191939,apf,269000000,t,2459063.80782181
191939,apf,207000000,t,2459066.81102678
191939,apf,287000000,t,2459065.82773279
191939,apf,341000000,t,2459064.7829218
191939,hires_j,247488,t,2459064.01644814
191939,apf,345000000,t,2459062.78266282
191939,apf,359000000,t,2459061.80639383
191939,apf,299000000,t,2459060.78372384
191939,apf,418000000,t,2459059.73371385
191939,apf,305000000,t,2459058.84606886
191939,hires_j,214924,t,2459058.07063717
191939,apf,231000000,t,2459057.81888387
191939,apf,304000000,t,2459056.76284488
191939,apf,349000000,t,2459055.76949089
191939,apf,245000000,t,2459054.7988229
191939,apf,331000000,t,2459053.78237891
191939,apf,314000000,t,2459052.85940792
191939,apf,379000000,t,2459051.78011493
191939,hires_j,250196,t,2459051.90693466
191939,apf,336000000,t,2459050.76181894
191939,apf,316000000,t,2459049.81082695
191939,apf,400000000,t,2459048.85100396
191939,apf,377000000,t,2459045.81797699
191939,apf,492000000,t,2459044.868617
191939,hires_j,250460,t,2459044.94678933
191939,apf,413000000,t,2459043.83021501
191939,hires_j,250728,t,2459043.08111396
191939,apf,355000000,t,2459042.88222102
191939,apf,352000000,t,2459041.82086703
191939,hires_j,250804,t,2459041.9089012
191939,hires_j,250376,t,2459040.90993407
191939,apf,410000000,t,2459039.97521505
191939,hires_j,250320,t,2459040.07599241
191939,hires_j,250100,t,2459039.06554302
191939,hires_j,250572,t,2459036.90933937
191939,hires_j,250192,t,2459036.06955359
191939,hires_j,250884,t,2459035.03750577
191939,apf,479000000,t,2459034.9012761
191939,hires_j,250180,t,2459032.04100754
191939,apf,402000000,t,2459030.98273314
191939,hires_j,250676,t,2459031.05906588
191939,hires_j,250208,t,2459030.0452366
191939,hires_j,250916,t,2459029.0278543
191939,apf,349000000,t,2459028.85891516
191939,apf,348000000,t,2459027.97118817
191939,hires_j,250204,t,2459028.03174549
191939,hires_j,250224,t,2459026.09787426
191939,hires_j,250536,t,2459025.02902117
191939,apf,270000000,t,2459019.84198225
191939,apf,246000000,t,2459018.86175426
191939,hires_j,250060,t,2459019.04122518
191939,apf,170000000,t,2459017.95370327
191939,apf,148000000,t,2459016.82826428
191939,hires_j,118100,t,2459016.93021107
191939,hires_j,250084,t,2459014.0811502
191939,apf,90500000,t,2459012.82441332
191939,hires_j,250268,t,2459013.0315819
191939,apf,326000000,t,2459011.91247433
191939,hires_j,250432,t,2459012.06760539
191939,apf,306000000,t,2459010.95456234
191939,hires_j,250488,t,2459011.05483111
191939,apf,280000000,t,2459009.84340735
191939,hires_j,250508,t,2459008.09490269
191939,apf,299000000,t,2459006.82095538
191939,hires_j,250524,t,2459007.05344855
191939,apf,192000000,t,2459005.89691139
191939,hires_j,250716,t,2459004.06373071
191939,hires_j,250820,t,2459003.07127121
191939,apf,176000000,t,2459003.82457041
191939,apf,190000000,t,2459002.89901042
191939,hires_j,250740,t,2459000.08412475
191939,apf,262000000,t,2458996.90561048
191939,hires_j,245160,t,2458996.10984627
191939,apf,39400000,t,2458985.91150059
191939,apf,99600000,t,2458980.91506064
191939,apf,185000000,t,2458979.78467665
191939,apf,272000000,t,2458978.93816266
191939,apf,280000000,t,2458977.89047667
191939,apf,341000000,t,2458976.89001468
191939,apf,242000000,t,2458974.9103527
191939,apf,254000000,t,2458973.83347871
191939,apf,213000000,t,2458971.81504573
191939,apf,89700000,t,2458970.93184273
191939,apf,75300000,t,2458969.74785175
191939,apf,157000000,t,2458968.91337675
191939,apf,341000000,t,2458966.92595377
191939,apf,293000000,t,2458964.95193479
191939,apf,297000000,t,2458954.97073889
191939,apf,165000000,t,2458961.93675482
191939,apf,244000000,t,2458922.0535162
191939,apf,187000000,t,2458881.64175358
191939,apf,56500000,t,2458915.05804227
191939,apf,343000000,t,2458912.90693229
191939,apf,1350000,t,2458907.88155634
191939,apf,10700000,t,2458896.92362944
191939,apf,306000000,t,2458885.93697154
191939,apf,132000000,t,2458880.67981659
191939,apf,110000000,t,2458880.66477059
191939,apf,85000000,t,2458876.69687662
191939,apf,98600000,t,2458876.68319562
191939,apf,188000000,t,2458871.64909867
191939,apf,188000000,t,2458871.64069667
191939,apf,809000000,t,2458861.04190777
191939,apf,187000000,t,2458861.03259077
191939,apf,130000000,t,2458859.72817578
191939,apf,107000000,t,2458859.71346478
191939,apf,187000000,t,2458854.61312483
191939,apf,187000000,t,2458854.60540583
191939,apf,79200000,t,2458853.04508084
191939,apf,74100000,t,2458853.02936384
191939,apf,7850000,t,2458846.7510049
191939,apf,119000000,t,2458846.7415259
191939,apf,80300000,t,2458837.74848898
191939,apf,107000000,t,2458837.73426398
191939,apf,147000000,t,2458834.66113301
191939,apf,156000000,t,2458834.64673501
191939,hires_j,135548,t,2458857.70590436
191939,hires_j,250492,t,2458852.70619992
191939,hires_j,250232,t,2458845.69274162
191939,hires_j,250320,t,2458844.71075978
191939,hires_j,250580,t,2458833.70494963
191939,hires_j,215692,t,2458832.70553684
191939,hires_j,251108,f,2458827.76239343
191939,hires_j,250704,t,2458827.69350579
191939,hires_j,236492,t,2458819.74319008
191939,hires_j,250368,t,2458815.77873335
